x,y,movieId
-2.0499003,3.0548084,1018
-0.8654388,1.6029025,101803
-1.1659234,1.8984835,101823
0.40557352,2.1369693,101833
0.20894891,2.7681067,101835
-0.87209785,1.0921035,101844
0.39697024,2.560834,101846
-0.8377543,1.5892372,101848
0.08325859,2.148717,101855
0.43685734,2.1931891,101857
-0.23909642,1.4836879,101862
0.6839146,2.9924798,101864
0.4065946,2.5524974,101884
-1.4405432,2.2072682,101887
0.34559503,1.987346,101891
0.28815493,2.9128034,101895
0.34681955,1.8688982,101904
0.07848561,2.1196337,101918
-0.8681209,2.773783,101938
-0.7401057,1.5292082,101940
-1.0516211,1.9465588,101947
-0.71015185,2.7315493,101964
-0.70471793,1.6045053,101969
-1.7260122,2.5846715,101971
-1.0546919,1.4367965,101973
-1.5755616,2.276021,101975
-1.9988272,3.241882,101989
0.39604184,1.2970917,102
-0.022812888,1.6280053,1020
0.40706113,1.8765543,102005
0.41074476,2.442095,102025
0.052785024,1.6880019,102033
0.39343166,1.7059067,102049
-1.1509933,2.685537,102064
0.62618566,2.169987,102066
-0.9167832,2.4434128,102070
0.806064,1.779399,102093
0.16726416,1.6620895,1021
0.75965637,2.5653193,102109
0.35051918,1.8553933,102111
0.33512834,2.105673,102113
0.9782305,2.062761,102119
0.24792989,1.5350951,102123
-1.4763894,2.6949558,102131
0.3332139,2.1435795,102133
0.31589854,1.4525949,102152
-1.8283498,2.985047,102156
0.89174837,2.182436,102174
0.05533341,1.448225,102194
0.5419221,1.855253,1022
-1.0850817,2.8152754,102245
-1.125546,2.0467768,102263
0.24787834,1.5101441,102273
0.6590537,1.9267133,102286
-1.1886256,2.1645396,102297
-1.040631,1.7703571,1023
0.3677836,1.7361214,102354
-1.7162354,2.9009469,102356
0.74433357,1.9774487,102373
-0.88158476,2.9564438,102378
0.34819886,2.161091,102399
-1.2240189,2.2491446,102411
0.40107334,1.7454089,102419
0.9463376,2.114249,102445
0.5004409,1.7763519,102469
0.42998716,1.9053882,102495
0.5257906,1.7190326,102544
-1.9874763,2.8939261,102557
0.2328021,1.3350865,102588
-0.8145858,4.003998,102590
0.5490548,2.078434,102602
-1.6023072,1.4924115,102662
0.3187694,2.1423693,102684
0.7505629,2.1629624,102720
-1.9476501,3.2299886,102751
0.5382709,2.3446298,102760
0.33843488,1.6559209,102765
-1.6626529,2.9046223,102777
-1.1683764,1.6964612,1028
0.66002125,2.1972263,102800
-1.1268923,3.0995798,102817
0.9107648,2.0778391,102819
0.93512595,2.0246933,102823
-0.51565486,1.8090192,102828
0.74612606,2.5818465,102830
-0.847794,2.2597466,102854
1.031565,2.0337498,102868
-0.27788025,1.2981949,102876
0.35682416,1.6327518,102880
-0.5626343,2.5290537,102895
0.008622561,3.2960012,1029
0.89586514,1.9130272,102901
0.39703336,1.88675,102903
0.6218094,1.9838226,102905
-1.0933003,2.402537,102910
-0.00032456408,2.8601034,102912
0.65950674,2.2090461,102917
-1.6502093,3.7003403,102951
-0.93520796,2.235954,102953
0.36165607,1.9393411,102956
-1.8776499,3.1596062,102965
0.5116763,2.0728068,102972
-0.8670312,2.2392426,102974
0.7609,1.8551843,102980
-1.664433,3.6109598,102986
-1.0234882,3.79237,102991
-1.2878537,1.8726021,102995
0.7156216,1.7086246,102997
0.60684437,1.7048048,103
-1.8826643,2.8558037,1030
17.53469,4.575047,103006
0.16692507,1.6968653,103008
-0.9360337,1.8229029,103017
0.58651125,2.095763,103027
0.9314845,2.2457485,103030
-1.8327982,2.6454024,103040
0.91012377,2.289478,103042
-0.7059839,2.567568,103044
0.7613014,2.5444973,103052
0.97572076,2.0632036,103055
0.39546853,1.751612,103057
0.33233446,1.8221828,103059
0.6096019,2.0137734,103085
-0.8473596,2.758807,103089
-2.015339,2.8016555,1031
-1.243246,3.0138936,103112
-1.0320604,2.3709445,103118
-0.029889042,3.039949,103130
0.8152291,1.9909822,103135
-0.9883728,1.3297957,103141
-1.2849113,2.3108888,103182
-1.1004697,2.6261985,103203
0.4216875,1.868482,103210
-0.84177285,1.790754,103219
0.7985827,1.8123177,103221
-0.086435735,2.0193605,103228
-1.7900574,2.8751807,103237
1.2409666,2.1130948,103249
0.8278213,1.7626274,103253
-1.3935754,3.5686755,103255
0.7793639,2.0287206,103259
0.76817447,1.7369925,103266
0.5139262,1.9738904,103269
0.27473637,1.6702138,103275
1.1321146,2.4892437,103279
-0.06871135,1.8143271,103282
-1.1457424,2.4044063,103299
0.23465015,1.9361911,103301
0.50357234,1.7079633,103303
-0.12718605,0.9616142,103306
0.8036275,1.9812279,103315
0.8185589,1.7661444,103339
0.70866007,1.8823291,103343
0.5573524,1.8047854,103363
0.4511801,2.982423,103374
0.8542797,1.9329933,103388
0.7035613,1.9524795,1034
0.26188138,1.9076033,103424
0.72556114,2.0974853,103435
-0.89175564,2.980664,103444
0.7923343,2.0441124,103449
-1.2236551,2.3561,103483
1.2532454,2.2495365,103489
-1.0398341,1.3099929,103506
1.0173274,1.995125,103521
-1.9665796,3.1902764,103536
0.8222266,1.8330452,103539
-0.77415407,3.0203311,103541
0.93385327,2.0236676,103545
0.7996515,1.6604105,103547
0.2151402,2.864078,103557
0.94486654,1.9471678,103561
-0.35286322,2.3533714,103563
-1.4099716,2.706869,103567
-1.1717844,3.2914872,103570
0.31419423,1.4970908,103576
1.0685768,2.5503109,103598
0.3722992,2.0862527,103600
-0.698531,2.916702,103606
0.4076291,1.8410035,103611
0.6405605,2.383757,103617
-0.9916095,2.9785457,103621
1.005813,2.4741745,103624
0.751261,1.8007367,103626
0.31891593,1.8628834,103635
1.1397593,2.1617377,103641
1.023436,2.302775,103651
0.6526614,2.578647,103653
-0.26634538,1.0553519,103655
0.5284758,2.0275562,103661
1.2377815,2.7299826,103671
-1.7275869,3.1231773,103673
1.0979235,2.5177896,103683
0.82047445,2.0176933,103690
-1.5847412,3.2256231,103721
1.3354288,1.9927428,103736
-1.5765475,2.9150004,103743
-0.1757301,2.5860608,103751
0.806461,2.1366076,103755
-0.91360074,1.6009026,103774
0.43194774,2.064274,103784
-0.33053136,0.92784435,103787
0.88501394,2.2948484,103792
-1.5392983,2.3302457,1038
-0.907904,1.3959198,103801
0.9979012,2.3604403,103810
0.70045584,2.030726,103819
1.1313273,2.1632278,103823
0.91055036,2.0986986,103825
-0.6554637,3.6219182,103836
-1.5611928,2.9261217,103846
-2.0007389,2.7918398,103851
1.2471746,2.4594762,103865
1.2117075,2.1687026,103867
0.5632055,1.7047176,103869
-1.4901439,1.6917504,103871
-0.7010006,4.3057275,103875
1.2492939,2.117343,103877
0.94351685,1.8128959,103883
1.1361719,2.0924964,1039
1.0683664,1.8755703,103908
-0.7301112,3.20292,103912
1.1466411,2.861307,103923
0.67282957,1.8845924,103935
-1.2651268,3.2960212,103974
1.1857364,2.36232,103978
0.86481297,2.1273148,103980
0.32696524,3.255045,103982
-2.1619883,3.304296,103990
-1.0068365,3.2953916,103994
0.8486036,2.063772,104000
1.1416718,2.3336399,104002
0.744962,2.7024117,104015
0.6529129,2.7883098,104028
1.0213739,2.9231143,104031
0.91667265,2.4654007,104033
-0.7258101,1.1602522,104035
-1.9493451,3.0095785,104039
-1.8084048,3.1146507,104050
0.85791886,2.594817,104059
-1.4275612,3.227391,104061
1.1611601,2.5265496,104074
0.52555084,2.2611308,104078
-2.1899064,3.3748481,104085
-1.3006033,3.4709554,104089
1.0584066,2.3400066,104097
-0.5795532,3.1395931,1041
1.3586751,2.1472416,104123
1.2846991,2.4030547,104132
0.45974874,2.6498392,104137
1.0009323,2.1095736,104153
-0.9791541,1.8386269,104155
0.6103375,2.6568336,104177
-0.9896682,2.5983715,1042
-1.8190197,3.0645683,104211
0.45295334,1.9920806,104213
0.5585096,2.0484004,104218
0.9228236,2.218598,104224
-0.7111263,4.275308,104226
1.1476526,2.095209,104239
1.0302787,2.152699,104241
-0.37221873,2.0902846,104243
1.2554854,2.2354977,104245
-1.0461328,3.0744991,104249
-0.93531895,2.4851506,104266
-2.0647185,2.7804847,104270
0.7905422,2.2660358,104272
-0.45454985,0.9807837,104274
0.16922657,2.0804083,104298
0.9465477,1.9376318,104303
0.29283562,2.452694,104309
1.007763,2.742761,104314
-0.8700357,4.053251,104321
0.9342373,2.1765335,104339
0.4883325,2.6205525,104345
-1.7642641,3.4902701,104350
0.9321423,2.38912,104352
1.346509,2.3792348,104361
0.81617814,2.2359545,104374
0.9390482,2.1444223,104376
0.90375876,2.4898372,104390
1.2677503,2.2628512,1044
-2.0131655,2.8921154,104431
-0.88271534,3.9736614,104457
-1.8122025,2.806456,104472
0.8844916,2.4597208,1045
1.0953974,2.2175603,104504
0.10809246,1.1938522,104506
1.2505655,2.5054824,104518
1.2429727,2.146702,104542
0.14910913,3.1541185,104552
1.3426342,2.2635539,104561
-1.222362,2.8266897,104563
-0.95946777,2.6107264,104583
-0.28280646,3.092389,104590
-1.1703272,2.944043,104595
-1.2130903,2.572728,1046
-0.015190721,2.2484334,104604
-0.1527399,3.0779274,104606
0.9712367,2.3519542,104608
0.73903936,2.750432,104610
-1.071788,2.4410875,104612
-0.49356237,2.6023252,104625
0.54210025,2.0811715,104627
1.1531153,2.3952444,104629
-0.7238187,1.8847017,104636
0.4189529,3.1345193,104642
-1.7778566,2.9853172,104669
1.0472519,2.5719612,104675
-0.4806658,2.9223187,104698
1.1992064,2.3195279,104726
-1.1749266,1.7501646,104728
0.76144814,2.8007205,104736
0.9529635,2.4671993,104743
1.0004355,2.5138295,104760
-1.0173992,2.6953387,104807
0.95913583,2.6011446,104809
-0.08281721,2.8861341,104815
-1.1842355,3.1180327,104823
-0.52915215,1.7428257,104837
1.0986054,2.4679163,104839
-0.7521222,2.199675,104841
0.93842083,2.6857035,104843
-0.11522714,1.9876436,104863
0.7912359,2.0526333,104879
0.8735856,2.7398882,104903
0.64392626,1.978664,104906
0.7908506,2.5065515,104908
1.1453514,2.281107,104913
0.67466205,2.3171153,104923
-1.9129502,2.897099,104936
-1.211058,1.7330456,104944
-1.2533082,1.9322411,104947
-0.49489096,3.215553,104954
1.0852932,2.1850016,104959
17.536074,4.5737004,104961
0.8493048,2.5738375,104971
-0.24003862,2.5678735,104973
-1.0652962,1.9759588,104975
0.8245494,2.8807125,104984
0.26193202,1.8902345,105028
0.59842855,2.238041,105032
1.2816913,2.4085677,105040
0.7250436,2.699206,105047
0.9717947,2.3450491,105057
1.0090048,2.4811008,105071
0.92174137,2.0448418,105073
-1.0060102,5.604198,105079
1.1496892,2.3226593,105081
0.8702336,1.9739735,105084
0.89414245,2.4690351,105086
-0.3394307,1.3401861,1051
-1.7085037,3.2649949,105117
1.0731354,2.635705,105119
0.5312124,1.9307358,105121
0.77068526,2.3649907,105128
1.3340851,2.3291574,105133
-0.5260826,2.9913082,105142
-1.3574706,3.6053212,105157
-1.7785047,3.0007958,105165
-0.329525,0.8416057,105176
0.8393499,2.419403,105178
-1.7726369,3.3252947,105197
0.71763617,2.4263084,105211
-0.051975254,1.6408329,105213
0.3061059,2.97754,105215
-1.2737038,1.656716,105223
-1.6994514,3.512767,105227
0.794424,1.9615114,105238
-1.9709485,2.8120687,105252
-1.832911,3.2899706,105254
-1.2234597,2.62951,105266
0.9498526,2.2775502,105290
1.0325663,2.4588351,105292
0.22834662,2.2021883,105296
1.0839998,2.4327607,1053
1.1927224,2.5986931,105320
0.16978244,1.8468125,105338
0.99618024,2.3918676,105343
-0.57707655,0.9929043,105345
1.0984917,2.7548904,105351
1.1357869,2.4136155,105359
-1.0190144,1.6313349,105368
-1.5272263,1.4152831,105382
0.8371775,1.91134,1054
1.0064162,2.8829296,105404
-0.5903427,1.1075767,105406
1.1964114,2.7628708,105412
-0.9237143,4.0063457,105420
0.99469715,1.8896341,105423
-1.3949499,2.493681,105429
-0.70954597,3.0450957,105453
0.72044814,2.0562928,105455
0.89778584,2.647575,105465
0.9644867,2.2143807,105468
-1.1608586,3.0391252,105470
1.0653509,2.0479515,105474
1.0718409,2.5389569,105477
0.9428695,2.4032202,105490
0.8680549,2.3209226,105492
0.743082,2.4924042,105497
-0.6932267,2.1602752,105504
0.85660934,2.4446845,105542
0.60330325,2.672054,105560
-1.4427037,3.6279325,105565
-0.7976168,1.721544,105575
0.73567593,2.2812836,105577
-0.9056195,2.2462509,105593
1.1188904,2.3211198,1056
0.57120943,2.3041673,105608
-2.0640182,3.058138,105612
0.88793284,2.5970745,105618
0.58705586,2.486921,105620
0.621305,2.5431468,105653
-0.23661645,2.1307704,105659
-1.7226353,2.8260927,105663
0.24846107,2.007189,1057
-0.9581631,3.2346678,105713
1.0515125,2.4954925,105715
-0.7446394,2.4760432,105731
0.80443317,2.6041307,105765
0.40580755,2.70702,105767
0.36856428,2.8017058,105778
0.48269722,2.9717968,105801
-1.8309369,3.482463,105815
1.1093313,2.3212726,105821
0.8125461,2.3676667,105825
-0.40071812,0.9044076,105827
0.12748957,3.034031,105841
-1.0923525,3.7088969,105844
1.0177003,2.7650545,105869
-0.38415983,3.1031399,105884
0.94972193,2.8121574,105888
-2.0253057,2.9696093,105901
-0.15432844,1.9345694,105906
0.856697,2.0536637,105918
0.57397366,2.689913,105926
0.8389529,2.7968454,105943
0.9671152,2.5050151,105950
1.0842192,2.493052,105952
-0.40922546,0.66741943,105954
-0.36472663,2.3627346,105959
0.67239636,2.5497825,105961
1.0292374,2.4114087,105963
-1.5328827,3.1190915,105974
-1.8897812,2.922531,105985
0.91269886,2.5913687,1060
0.8198744,2.5388262,106002
-1.4818108,2.570288,106004
-0.11687218,2.7905695,106019
0.8581675,2.351331,106022
0.92529666,2.4997516,106032
-0.8648083,2.669358,106052
0.59549785,2.253667,106054
0.73524123,2.5480177,106066
-0.6385129,1.5637356,106072
-1.0016515,3.4423683,106092
-0.7014204,3.0094502,1061
0.8863718,2.3855164,106100
-0.8523463,1.8306667,106111
0.679205,2.056798,106136
-1.0547975,2.9228344,106138
0.8569057,2.5672872,106141
-1.5272026,2.0922868,106156
0.3295544,2.8588479,106173
0.7053865,2.8048847,106195
-0.22714667,1.119126,106202
1.0419251,2.6340697,106208
-1.0592977,3.0798337,106226
-1.7403567,3.0468037,106234
-0.84532624,4.1098337,106236
0.5570871,2.337875,106238
0.851865,2.2127326,106240
0.2155353,2.1022408,106254
17.521843,4.5883,106270
0.9695611,2.6894054,1063
-1.5059481,2.803393,106306
-0.59317553,2.5736685,106330
0.8060757,2.3650062,106332
1.0082726,2.4553213,106346
-1.3193136,2.3971941,106351
-1.3669719,1.6064571,106355
-0.4529187,2.8232162,106378
0.7432645,2.5034356,106387
-0.726254,4.271505,106397
-2.0888793,3.392141,106405
-1.8268919,3.0719352,106431
-0.5028647,1.2687926,106436
0.8515124,2.6057296,106438
1.0967714,2.622783,106452
0.62562853,2.615193,106475
0.060220867,3.074793,106483
0.46060157,3.0044594,106487
1.1827012,2.315929,106491
0.40275785,2.3816345,1065
0.7151743,2.3281655,106506
-0.6781279,1.070727,106540
1.05076,2.7286694,106542
0.415418,3.0447652,106549
0.9652902,2.907407,106559
-1.2757479,3.2265108,106563
1.0403408,2.6150646,106565
-1.9133451,2.77883,106581
0.8703249,2.7817142,106583
0.66088164,2.853766,106590
-0.69663596,1.1318709,106594
0.6845113,2.784305,1066
1.0140076,2.4024665,106611
-1.7619914,2.870582,106620
0.77276856,2.4705093,106672
0.7628486,1.931488,106696
-1.4811262,2.830509,106704
0.6967352,2.971265,106722
0.610758,2.3917644,106734
0.9666532,2.7350233,106736
0.5078093,2.32468,106762
-1.9564399,2.7705805,106766
0.6953417,2.5534685,106785
-0.7318943,1.5247151,106824
0.69077605,2.311428,106839
0.47427374,2.4011781,106841
0.81972075,2.8710406,106854
0.85175085,2.385416,106870
0.7280272,2.6742733,106881
0.40915748,2.1352324,106883
-0.6980712,1.206543,106889
-1.8087213,2.6453025,106892
0.7918463,2.2409666,106895
0.4426376,1.8691562,106897
-0.8697114,3.0853193,1069
-1.4728004,3.4833515,106916
-0.28154492,2.7081316,106920
0.33984485,3.1018436,106983
-1.705795,3.2832248,106996
0.68867344,2.1230166,107
-0.83394796,3.0705023,1070
0.63033813,2.7322164,107002
0.4980592,2.2870014,107004
0.66630787,2.3057418,107022
0.72966015,2.319804,107039
0.66993636,2.5145562,107042
-0.32770655,1.8335946,107065
-1.1209997,1.3813677,107067
0.90441316,2.522499,107069
0.47993577,2.6779826,107083
0.8440723,2.358722,107096
0.26116854,2.639893,107102
0.45331535,2.203444,107137
-1.3087893,3.3933916,107141
-0.41866198,3.0898995,107174
-1.2087207,2.4058983,107196
-0.7534555,1.4306407,107202
-2.0666015,3.180448,107215
0.6263892,2.3594615,107234
0.7067942,2.224745,107241
0.95796627,2.6278992,107297
0.51359063,2.3157783,107309
-0.9267153,1.3890718,107338
0.42376214,2.7263,107348
0.6364324,2.7270942,107350
0.6378771,2.340188,107352
-1.3579291,3.2819998,107354
0.48958308,2.752102,107357
0.96290624,2.8338947,107368
0.5551669,2.7762017,107372
-0.8497291,2.29291,107380
0.9217308,2.122455,107406
-0.9401925,2.7619398,107436
-0.14816119,2.8931093,107447
0.8553517,2.5467868,107462
-0.81369394,1.9544721,107466
0.6399755,2.5116127,107481
-0.48839018,2.0406287,107537
-0.9004003,2.025728,107541
0.6252746,2.5348518,107548
0.66847867,2.7576983,107557
-0.011120665,2.8293319,107603
-0.39394313,2.850005,107614
0.7033352,2.937156,107630
-0.43884012,2.1970792,107636
-0.66585916,2.7353945,107638
0.7377003,2.7124112,107649
-1.5297707,3.2285857,107664
0.7996501,2.7436106,107675
-1.7928122,3.099568,107682
0.8261532,2.6743443,107684
-2.1495934,3.34124,1077
0.6074824,2.7317612,107700
-0.09193506,2.0042791,107702
0.74866223,2.15402,107704
0.5447276,2.256839,107707
0.42679796,2.6990106,107723
0.72387403,2.5780647,107730
0.604408,2.4875026,107737
-1.1096292,1.6524708,107754
0.6585177,2.472958,107756
0.016498081,2.8979213,107758
0.68473566,2.2985003,107769
0.52680874,2.7867057,107771
0.6402006,2.207802,107782
-1.9005504,3.5435762,1078
0.76628697,2.4342806,107827
0.7145769,2.8697565,107846
-1.0730791,1.8971341,107855
-1.077608,3.5110936,107875
0.50262225,2.1490898,107879
0.6203531,2.7522228,107881
-1.5590208,2.906402,107883
0.5943561,2.3758986,107885
0.37671742,2.3188984,107890
-0.71192366,4.102999,107903
0.5110082,2.4695451,107910
-2.1123583,3.3501184,107916
0.4306587,2.8163543,107951
0.6635961,2.399337,107966
-0.588879,1.189581,107987
-1.0342,1.303959,108001
0.47043762,2.4223633,108003
0.5754063,2.4330852,108007
0.84899735,2.620481,108012
0.8556034,2.5700138,108016
0.8041164,2.6847804,108072
0.7189045,2.5436935,108085
0.0008199261,2.9419267,108141
0.45904455,2.6944597,108143
-0.49852565,2.3555336,108149
0.5930357,2.131741,108156
0.6215351,2.4764104,108188
0.5999753,2.398325,108190
0.88892865,2.4398313,108200
0.5834688,2.4533062,108202
0.6130846,2.6653636,108212
0.8639514,2.6611142,108243
0.44031474,2.711158,108250
-0.6503269,2.3365417,108253
0.8361269,2.1125174,108287
0.64044845,2.5655758,108289
0.77614856,2.6626275,108313
0.43964812,2.703839,108316
0.2870021,2.6542585,108370
0.5443422,2.5428238,108407
0.6924557,3.0757763,108425
-2.2829244,5.5594254,108427
-0.58699244,0.98903424,108445
-0.69215333,1.2712849,108447
0.51583683,2.2428968,108468
0.0006296362,2.7150757,108479
0.049695894,3.0813677,108488
-0.65323323,1.6401238,108491
0.48962727,2.4826915,108503
0.66376704,2.5938008,108506
0.64447093,2.5280051,108508
0.5346966,2.8187065,108514
-1.1314248,2.9886286,108516
-2.092506,3.0815268,108536
0.6168144,2.60836,108571
0.5480373,2.8868651,108575
-0.80460614,1.5767075,108588
-0.47047433,2.8309727,108595
-1.7941593,3.1738782,1086
0.5023975,2.647196,108601
-0.4348454,3.1461425,108639
-1.0997858,3.0742276,108656
-1.09042,2.9866443,108660
-0.32504812,0.87539214,108674
-2.1545198,3.2351525,108687
0.41254178,2.8003304,108689
0.38149467,2.8905241,108696
0.5047271,2.6791146,1087
0.6629248,2.7971997,108715
-1.6760107,3.5920496,108729
-1.6904626,1.4975582,108748
-1.612303,2.7402287,108760
0.41730872,2.8403058,108773
0.62522614,2.678781,108775
0.593649,2.7276392,108780
0.55678415,2.5952191,108797
-1.5993886,3.275717,108799
-1.2672353,2.9560912,1088
-0.30555484,3.0227284,108806
-0.7484879,1.784027,108808
-0.42763507,2.4405448,108852
-0.19360824,2.1504838,108869
0.28886685,2.5958905,108879
0.428445,2.4063122,108885
0.018653745,2.6511116,108888
0.59699047,2.7980936,108895
-0.39781547,2.1486578,108899
17.534328,4.5755944,108924
0.14000276,2.7902744,108930
0.39711186,1.6683037,108932
0.0045165946,2.41158,108942
0.37884694,2.4507086,108945
0.5443568,2.7038434,108951
-1.3263555,1.7828935,108983
-0.53893673,2.7868426,108997
-0.04302183,2.8212378,109
0.35457698,2.637351,109000
-2.0202596,3.0451338,109032
0.5481767,2.8599546,109038
-1.1148667,3.227788,109042
0.14678025,2.592432,109072
-0.13553487,2.5790725,109096
0.22176537,2.7708833,109153
0.37752363,2.9632032,109179
0.44570595,2.7214952,109181
-0.67591995,0.76707953,109183
0.45462483,2.5171192,109189
-0.64419055,1.7397006,109191
0.59609324,2.4193103,109193
0.34687802,2.7809618,1092
-1.9698372,2.9253821,109205
0.18374538,2.820647,109209
-0.7256258,1.290878,109226
-0.21075796,2.9395003,109237
0.5270389,2.6378827,109243
0.34097826,2.6155732,109267
0.3242154,2.8515208,109282
-0.7247819,1.0642059,109295
0.09713167,2.8409512,109317
0.45345092,2.9113376,109319
-0.2740651,3.064752,109325
-0.37848264,2.7842371,109330
-0.030563079,2.974302,109353
-0.05519575,2.7526648,109355
-0.7998206,1.3276198,109359
0.12504427,3.0792658,109366
-2.0568228,3.3759243,109368
-0.9978822,3.12963,109372
0.3536643,2.75741,109376
-0.6498295,2.2849994,109385
0.54403096,3.0544133,109388
-0.11129918,2.8074787,109399
-1.7949758,3.1263878,109418
-0.46136513,2.9980235,109420
0.3692511,2.7433228,109423
